epoch,metric,value
1781300898.178,humidity_pct,91.46
1781300898.178,co2_ppm,999.0
1781300898.178,vpd_kpa,0.1819
1781300904.461,dew_point_c,17.17
1781300904.461,fruiting_score,65.6
1781300915.699,temperature_c,18.2
1781300915.699,humidity_pct,90.46
1781300915.699,co2_ppm,1566.5
1781300915.699,vpd_kpa,0.1993
1781300915.699,temperature_c,18.38
1781300915.699,humidity_pct,91.14
1781300915.699,co2_ppm,1010.0
1781300915.699,vpd_kpa,0.1873
1781300921.970,dew_point_c,16.88
1781300921.970,fruiting_score,64.9
1781300933.227,temperature_c,18.64
1781300933.227,humidity_pct,89.95
1781300933.227,co2_ppm,1572.5
1781300933.227,vpd_kpa,0.216
1781300933.227,temperature_c,18.33
1781300933.227,humidity_pct,91.84
1781300933.227,co2_ppm,1023.7
1781300933.227,vpd_kpa,0.172
1781300939.501,dew_point_c,16.61
1781300939.501,fruiting_score,64.6
1781300950.747,temperature_c,18.36
1781300950.747,humidity_pct,90.85
1781300950.747,co2_ppm,1583.8
1781300950.747,vpd_kpa,0.1932
1781300950.747,temperature_c,18.51
1781300950.747,humidity_pct,92.11
1781300950.747,co2_ppm,1035.2
1781300950.747,vpd_kpa,0.168
1781300957.030,dew_point_c,16.96
1781300957.030,fruiting_score,64.9
1781300968.267,temperature_c,18.7
1781300968.267,humidity_pct,91.04
1781300968.267,co2_ppm,1593.2
1781300968.267,vpd_kpa,0.1933
1781300968.267,temperature_c,18.17
1781300968.267,humidity_pct,90.98
1781300968.267,co2_ppm,1041.7
1781300968.267,vpd_kpa,0.1881
1781300974.561,dew_point_c,16.84
1781300974.561,fruiting_score,63.7
1781300985.826,temperature_c,18.71
1781300985.826,humidity_pct,90.46
1781300985.826,co2_ppm,580.3
1781300985.826,vpd_kpa,0.2057
1781300985.827,temperature_c,18.53
1781300985.827,humidity_pct,90.79
1781300985.827,co2_ppm,1053.1
1781300985.827,vpd_kpa,0.1965
1781300993.119,dew_point_c,17.21
1781300993.119,fruiting_score,63.4
1781301004.390,temperature_c,18.57
1781301004.390,humidity_pct,90.49
1781301004.390,co2_ppm,600.4
1781301004.390,vpd_kpa,0.2033
1781301004.390,temperature_c,18.4
1781301004.390,humidity_pct,92.02
1781301004.390,co2_ppm,1060.5
1781301004.390,vpd_kpa,0.1689
1781301010.694,dew_point_c,17.12
1781301010.694,fruiting_score,93.5
1781301021.946,temperature_c,18.11
1781301021.946,humidity_pct,90.75
1781301021.946,co2_ppm,623.8
1781301021.946,vpd_kpa,0.1922
1781301021.946,temperature_c,18.48
1781301021.946,humidity_pct,90.6
1781301021.946,co2_ppm,1080.0
1781301021.946,vpd_kpa,0.1998
1781301028.278,dew_point_c,16.98
1781301028.278,fruiting_score,93.4
1781301039.558,temperature_c,18.39
1781301039.558,humidity_pct,90.98
1781301039.558,co2_ppm,639.7
1781301039.558,vpd_kpa,0.1907
1781301039.558,temperature_c,18.62
1781301039.558,humidity_pct,90.78
1781301039.558,co2_ppm,1099.7
1781301039.558,vpd_kpa,0.1979
1781301045.879,dew_point_c,16.57
1781301045.879,fruiting_score,93.1
1781301057.154,temperature_c,18.12
1781301057.154,humidity_pct,91.25
1781301057.154,co2_ppm,659.3
1781301057.154,vpd_kpa,0.1819
1781301057.154,temperature_c,18.32
1781301057.154,humidity_pct,90.92
1781301057.154,co2_ppm,1118.8
1781301057.154,vpd_kpa,0.1911
1781301063.452,dew_point_c,16.89
1781301063.452,fruiting_score,93.0
1781301074.701,temperature_c,18.51
1781301074.701,humidity_pct,90.16
1781301074.701,co2_ppm,675.5
1781301074.701,vpd_kpa,0.2096
1781301074.701,temperature_c,18.6
1781301074.701,humidity_pct,91.23
1781301074.701,co2_ppm,599.8
1781301074.701,vpd_kpa,0.1879
1781301081.064,dew_point_c,16.67
1781301081.064,fruiting_score,92.7
1781301092.359,temperature_c,18.49
1781301092.359,humidity_pct,90.85
1781301092.359,co2_ppm,685.1
1781301092.359,vpd_kpa,0.1948
1781301092.359,temperature_c,18.59
1781301092.359,humidity_pct,90.67
1781301092.359,co2_ppm,623.7
1781301092.359,vpd_kpa,0.2
1781301098.657,dew_point_c,16.87
1781301098.657,fruiting_score,93.7
1781301109.926,temperature_c,18.5
1781301109.926,humidity_pct,90.96
1781301109.926,co2_ppm,691.7
1781301109.926,vpd_kpa,0.1925
1781301109.926,temperature_c,18.45
1781301109.926,humidity_pct,90.8
1781301109.926,co2_ppm,635.4
1781301109.926,vpd_kpa,0.1953
1781301116.224,dew_point_c,16.97
1781301116.224,fruiting_score,93.2
1781301127.501,temperature_c,18.49
1781301127.501,humidity_pct,90.97
1781301127.501,co2_ppm,715.6
1781301127.501,vpd_kpa,0.1923
1781301127.501,temperature_c,18.38
1781301127.501,humidity_pct,89.64
1781301127.501,co2_ppm,660.3
1781301127.501,vpd_kpa,0.2189
1781301133.904,dew_point_c,17.0
1781301133.904,fruiting_score,93.1
1781301145.161,temperature_c,18.14
1781301145.161,humidity_pct,91.43
1781301145.161,co2_ppm,730.7
1781301145.161,vpd_kpa,0.1785
1781301145.161,temperature_c,18.55
1781301145.161,humidity_pct,91.11
1781301145.161,co2_ppm,685.0
1781301145.161,vpd_kpa,0.1898
1781301151.464,dew_point_c,16.99
1781301151.464,fruiting_score,93.1
1781301162.754,temperature_c,18.49
1781301162.754,humidity_pct,91.48
1781301162.754,co2_ppm,737.1
1781301162.754,vpd_kpa,0.1814
1781301162.754,temperature_c,18.38
1781301162.754,humidity_pct,90.82
1781301162.754,co2_ppm,696.7
1781301162.754,vpd_kpa,0.194
1781301169.093,dew_point_c,16.72
1781301169.093,fruiting_score,92.6
1781301180.391,temperature_c,18.39
1781301180.391,humidity_pct,91.22
1781301180.391,co2_ppm,743.8
1781301180.391,vpd_kpa,0.1857
1781301180.391,temperature_c,18.55
1781301180.391,humidity_pct,90.29
1781301180.391,co2_ppm,708.5
1781301180.391,vpd_kpa,0.2075
1781301186.723,dew_point_c,17.08
1781301186.723,fruiting_score,92.7
1781301197.992,temperature_c,18.37
1781301197.992,humidity_pct,91.04
1781301197.992,co2_ppm,768.2
1781301197.992,vpd_kpa,0.1892
1781301197.992,temperature_c,18.53
1781301197.992,humidity_pct,90.58
1781301197.992,co2_ppm,646.7
1781301197.992,vpd_kpa,0.2011
1781301204.323,dew_point_c,16.93
1781301204.323,fruiting_score,92.9
1781301215.568,temperature_c,18.33
1781301215.568,humidity_pct,90.09
1781301215.568,co2_ppm,777.4
1781301215.568,vpd_kpa,0.2087
1781301215.568,temperature_c,18.52
1781301215.568,humidity_pct,91.44
1781301215.568,co2_ppm,661.2
1781301215.568,vpd_kpa,0.1825
1781301221.885,dew_point_c,16.88
1781301221.885,fruiting_score,93.0
1781301233.144,temperature_c,18.32
1781301233.144,humidity_pct,92.23
1781301233.144,co2_ppm,796.4
1781301233.144,vpd_kpa,0.1638
1781301233.144,temperature_c,18.35
1781301233.144,humidity_pct,91.12
1781301233.144,co2_ppm,683.6
1781301233.144,vpd_kpa,0.1874
1781301239.466,dew_point_c,16.68
1781301239.466,fruiting_score,93.6
1781301250.735,temperature_c,18.31
1781301250.735,humidity_pct,91.75
1781301250.735,co2_ppm,809.6
1781301250.735,vpd_kpa,0.1737
1781301250.735,temperature_c,18.47
1781301250.735,humidity_pct,90.73
1781301250.735,co2_ppm,690.6
1781301250.735,vpd_kpa,0.197
1781301257.056,dew_point_c,17.04
1781301257.056,fruiting_score,92.1
1781301268.327,temperature_c,18.3
1781301268.327,humidity_pct,90.89
1781301268.327,co2_ppm,826.6
1781301268.327,vpd_kpa,0.1916
1781301268.327,temperature_c,18.38
1781301268.327,humidity_pct,91.33
1781301268.327,co2_ppm,714.9
1781301268.327,vpd_kpa,0.1833
1781301274.647,dew_point_c,16.94
1781301274.647,fruiting_score,92.1
1781301285.917,temperature_c,18.48
1781301285.917,humidity_pct,92.09
1781301285.917,co2_ppm,836.3
1781301285.917,vpd_kpa,0.1682
1781301285.917,temperature_c,18.64
1781301285.917,humidity_pct,90.5
1781301285.917,co2_ppm,737.9
1781301285.917,vpd_kpa,0.204
1781301292.210,dew_point_c,16.79
1781301292.210,fruiting_score,92.1
1781301303.485,temperature_c,18.35
1781301303.485,humidity_pct,90.49
1781301303.485,co2_ppm,842.2
1781301303.485,vpd_kpa,0.2007
1781301303.485,temperature_c,18.42
1781301303.485,humidity_pct,91.72
1781301303.485,co2_ppm,750.9
1781301303.485,vpd_kpa,0.1754
1781301309.781,dew_point_c,17.17
1781301309.781,fruiting_score,90.9
1781301321.142,temperature_c,18.37
1781301321.142,humidity_pct,90.19
1781301321.142,co2_ppm,859.7
1781301321.142,vpd_kpa,0.2073
1781301321.142,temperature_c,18.36
1781301321.142,humidity_pct,91.55
1781301321.142,co2_ppm,775.9
1781301321.142,vpd_kpa,0.1784
1781301327.571,dew_point_c,16.77
1781301327.571,fruiting_score,91.8
1781301338.835,temperature_c,18.22
1781301338.835,humidity_pct,92.07
1781301338.835,co2_ppm,876.2
1781301338.835,vpd_kpa,0.1659
1781301338.835,temperature_c,18.55
1781301338.835,humidity_pct,90.68
1781301338.835,co2_ppm,796.4
1781301338.835,vpd_kpa,0.1991
1781301345.144,dew_point_c,16.73
1781301345.144,fruiting_score,91.3
1781301356.415,temperature_c,18.46
1781301356.415,humidity_pct,91.17
1781301356.415,co2_ppm,899.6
1781301356.415,vpd_kpa,0.1876
1781301356.415,temperature_c,18.42
1781301356.415,humidity_pct,90.55
1781301356.415,co2_ppm,812.2
1781301356.415,vpd_kpa,0.2002
1781301362.750,dew_point_c,16.91
1781301362.750,fruiting_score,89.3
1781301374.024,temperature_c,18.57
1781301374.024,humidity_pct,91.71
1781301374.024,co2_ppm,908.2
1781301374.024,vpd_kpa,0.1774
1781301374.024,temperature_c,18.67
1781301374.024,humidity_pct,91.59
1781301374.024,co2_ppm,832.2
1781301374.024,vpd_kpa,0.1809
1781301380.338,dew_point_c,16.99
1781301380.338,fruiting_score,89.2
1781301391.605,temperature_c,18.31
1781301391.605,humidity_pct,92.26
1781301391.605,co2_ppm,931.3
1781301391.605,vpd_kpa,0.1629
1781301391.605,temperature_c,18.59
1781301391.605,humidity_pct,91.57
1781301391.605,co2_ppm,852.0
1781301391.605,vpd_kpa,0.1806
1781301397.911,dew_point_c,17.19
1781301397.911,fruiting_score,88.5
1781301409.182,temperature_c,18.38
1781301409.182,humidity_pct,92.13
1781301409.182,co2_ppm,953.0
1781301409.182,vpd_kpa,0.1663
1781301409.182,temperature_c,18.48
1781301409.182,humidity_pct,90.78
1781301409.182,co2_ppm,868.3
1781301409.182,vpd_kpa,0.1961
1781301415.515,dew_point_c,17.03
1781301415.515,fruiting_score,87.2
1781301426.778,temperature_c,18.29
1781301426.778,humidity_pct,90.62
1781301426.778,co2_ppm,961.3
1781301426.778,vpd_kpa,0.1971
1781301426.778,temperature_c,18.46
1781301426.778,humidity_pct,90.96
1781301426.778,co2_ppm,889.4
1781301426.778,vpd_kpa,0.192
1781301433.095,dew_point_c,17.08
1781301433.095,fruiting_score,86.5
1781301444.363,temperature_c,18.4
1781301444.363,humidity_pct,90.53
1781301444.363,co2_ppm,967.7
1781301444.363,vpd_kpa,0.2005
1781301444.363,temperature_c,18.27
1781301444.363,humidity_pct,90.68
1781301444.363,co2_ppm,895.0
1781301444.363,vpd_kpa,0.1957
1781301450.675,dew_point_c,16.73
1781301450.675,fruiting_score,87.2
1781301461.942,temperature_c,18.32
1781301461.942,humidity_pct,89.76
1781301461.942,co2_ppm,975.1
1781301461.942,vpd_kpa,0.2156
1781301461.942,temperature_c,18.17
1781301461.942,humidity_pct,91.91
1781301461.942,co2_ppm,904.3
1781301461.942,vpd_kpa,0.1687
1781301468.252,dew_point_c,16.82
1781301468.252,fruiting_score,87.1
1781301479.517,temperature_c,18.38
1781301479.517,humidity_pct,92.32
1781301479.517,co2_ppm,985.9
1781301479.517,vpd_kpa,0.1623
1781301479.517,temperature_c,18.28
1781301479.517,humidity_pct,92.77
1781301479.517,co2_ppm,915.2
1781301479.517,vpd_kpa,0.1518
1781301485.832,dew_point_c,16.61
1781301485.832,fruiting_score,87.3
1781301497.101,temperature_c,18.23
1781301497.101,humidity_pct,91.13
1781301497.101,co2_ppm,1008.4
1781301497.101,vpd_kpa,0.1857
1781301497.101,temperature_c,18.5
1781301497.101,humidity_pct,90.57
1781301497.101,co2_ppm,938.5
1781301497.101,vpd_kpa,0.2007
1781301503.385,dew_point_c,17.11
1781301503.385,fruiting_score,85.1
1781301514.659,temperature_c,18.47
1781301514.659,humidity_pct,90.93
1781301514.659,co2_ppm,1031.4
1781301514.659,vpd_kpa,0.1928
1781301514.659,temperature_c,18.39
1781301514.659,humidity_pct,90.81
1781301514.659,co2_ppm,961.1
1781301514.659,vpd_kpa,0.1943
1781301520.975,dew_point_c,16.76
1781301520.975,fruiting_score,85.0
1781301532.254,temperature_c,18.48
1781301532.254,humidity_pct,90.78
1781301532.254,co2_ppm,1042.8
1781301532.254,vpd_kpa,0.1961
1781301532.254,temperature_c,18.29
1781301532.254,humidity_pct,91.87
1781301532.254,co2_ppm,982.8
1781301532.254,vpd_kpa,0.1708
1781301538.542,dew_point_c,16.96
1781301538.542,fruiting_score,84.4
1781301549.791,temperature_c,18.66
1781301549.791,humidity_pct,90.86
1781301549.791,co2_ppm,1052.3
1781301549.791,vpd_kpa,0.1967
1781301549.791,temperature_c,18.57
1781301549.791,humidity_pct,90.39
1781301549.791,co2_ppm,994.1
1781301549.791,vpd_kpa,0.2055
1781301556.082,dew_point_c,16.94
1781301556.082,fruiting_score,84.1
1781301567.331,temperature_c,18.41
1781301567.331,humidity_pct,92.31
1781301567.331,co2_ppm,1057.8
1781301567.331,vpd_kpa,0.1628
1781301567.331,temperature_c,18.38
1781301567.331,humidity_pct,89.71
1781301567.331,co2_ppm,1005.8
1781301567.331,vpd_kpa,0.2175
1781301573.657,dew_point_c,17.14
1781301573.657,fruiting_score,83.8
1781301584.893,temperature_c,18.44
1781301584.893,humidity_pct,90.49
1781301584.893,co2_ppm,1078.3
1781301584.893,vpd_kpa,0.2018
1781301584.893,temperature_c,18.45
1781301584.893,humidity_pct,91.31
1781301584.893,co2_ppm,1010.9
1781301584.893,vpd_kpa,0.1844
1781301591.180,dew_point_c,17.14
1781301591.180,fruiting_score,82.4
1781301602.423,temperature_c,18.13
1781301602.423,humidity_pct,91.62
1781301602.423,co2_ppm,1092.1
1781301602.423,vpd_kpa,0.1743
1781301602.423,temperature_c,18.29
1781301602.423,humidity_pct,91.17
1781301602.423,co2_ppm,638.4
1781301602.423,vpd_kpa,0.1856
1781301608.709,dew_point_c,16.85
1781301608.709,fruiting_score,83.0
1781301619.955,temperature_c,18.24
1781301619.955,humidity_pct,91.26
1781301619.955,co2_ppm,1115.2
1781301619.955,vpd_kpa,0.1832
1781301619.955,temperature_c,18.67
1781301619.955,humidity_pct,90.77
1781301619.955,co2_ppm,655.8
1781301619.955,vpd_kpa,0.1987
1781301626.251,dew_point_c,16.74
1781301626.251,fruiting_score,81.5
1781301637.499,temperature_c,18.04
1781301637.499,humidity_pct,91.18
1781301637.499,co2_ppm,1134.9
1781301637.499,vpd_kpa,0.1825
1781301637.499,temperature_c,18.35
1781301637.499,humidity_pct,90.97
1781301637.499,co2_ppm,667.3
1781301637.499,vpd_kpa,0.1905
1781301643.795,dew_point_c,16.79
1781301643.795,fruiting_score,81.0
1781301655.051,temperature_c,18.26
1781301655.051,humidity_pct,90.83
1781301655.051,co2_ppm,1154.0
1781301655.051,vpd_kpa,0.1924
1781301655.051,temperature_c,18.02
1781301655.051,humidity_pct,91.15
1781301655.051,co2_ppm,673.2
1781301655.051,vpd_kpa,0.183
1781301664.524,dew_point_c,16.58
1781301664.524,fruiting_score,80.2
1781301676.146,temperature_c,18.6
1781301676.146,humidity_pct,91.47
1781301676.146,co2_ppm,1161.5
1781301676.146,vpd_kpa,0.1827
1781301676.146,temperature_c,18.3
1781301676.146,humidity_pct,91.72
1781301676.146,co2_ppm,693.5
1781301676.146,vpd_kpa,0.1742
1781301682.578,dew_point_c,16.74
1781301682.578,fruiting_score,79.8
1781301693.993,temperature_c,18.38
1781301693.993,humidity_pct,91.08
1781301693.993,co2_ppm,1168.7
1781301693.993,vpd_kpa,0.1886
1781301693.993,temperature_c,18.44
1781301693.993,humidity_pct,90.84
1781301693.993,co2_ppm,711.7
1781301693.993,vpd_kpa,0.1943
1781301700.271,dew_point_c,17.18
1781301700.271,fruiting_score,79.2
1781301711.534,temperature_c,18.24
1781301711.534,humidity_pct,90.78
1781301711.534,co2_ppm,1174.2
1781301711.534,vpd_kpa,0.1932
1781301711.534,temperature_c,18.28
1781301711.534,humidity_pct,91.03
1781301711.534,co2_ppm,734.4
1781301711.534,vpd_kpa,0.1884
1781301717.830,dew_point_c,16.9
1781301717.830,fruiting_score,79.1
1781301729.078,temperature_c,18.47
1781301729.078,humidity_pct,90.37
1781301729.078,co2_ppm,1194.1
1781301729.078,vpd_kpa,0.2047
1781301729.078,temperature_c,18.71
1781301729.078,humidity_pct,90.92
1781301729.078,co2_ppm,751.9
1781301729.078,vpd_kpa,0.1959
1781301735.372,dew_point_c,16.71
1781301735.372,fruiting_score,79.1
1781301746.615,temperature_c,18.29
1781301746.615,humidity_pct,90.28
1781301746.615,co2_ppm,1216.2
1781301746.615,vpd_kpa,0.2043
1781301746.615,temperature_c,18.5
1781301746.615,humidity_pct,91.09
1781301746.615,co2_ppm,771.8
1781301746.615,vpd_kpa,0.1897
1781301752.912,dew_point_c,16.86
1781301752.912,fruiting_score,78.7
1781301764.164,temperature_c,18.31
1781301764.164,humidity_pct,91.2
1781301764.164,co2_ppm,1229.1
1781301764.164,vpd_kpa,0.1853
1781301764.164,temperature_c,18.44
1781301764.164,humidity_pct,90.99
1781301764.164,co2_ppm,795.6
1781301764.164,vpd_kpa,0.1913
1781301770.459,dew_point_c,16.67
1781301770.459,fruiting_score,77.9
1781301781.710,temperature_c,18.37
1781301781.710,humidity_pct,90.78
1781301781.710,co2_ppm,1249.1
1781301781.710,vpd_kpa,0.1948
1781301781.710,temperature_c,18.34
1781301781.710,humidity_pct,91.81
1781301781.710,co2_ppm,802.3
1781301781.710,vpd_kpa,0.1726
1781301787.996,dew_point_c,16.85
1781301787.996,fruiting_score,76.8
1781301799.245,temperature_c,18.45
1781301799.245,humidity_pct,90.91
1781301799.245,co2_ppm,1265.5
1781301799.245,vpd_kpa,0.193
1781301799.245,temperature_c,18.36
1781301799.245,humidity_pct,90.78
1781301799.245,co2_ppm,815.2
1781301799.245,vpd_kpa,0.1947
1781301805.571,dew_point_c,16.84
1781301805.571,fruiting_score,76.3
1781301816.839,temperature_c,18.39
1781301816.839,humidity_pct,91.34
1781301816.839,co2_ppm,1276.4
1781301816.839,vpd_kpa,0.183
1781301816.839,temperature_c,18.3
1781301816.839,humidity_pct,91.75
1781301816.839,co2_ppm,835.4
1781301816.839,vpd_kpa,0.1735
1781301823.160,dew_point_c,16.94
1781301823.160,fruiting_score,75.6
1781301834.430,temperature_c,18.17
1781301834.430,humidity_pct,91.7
1781301834.430,co2_ppm,1288.8
1781301834.430,vpd_kpa,0.1731
1781301834.430,temperature_c,18.39
1781301834.430,humidity_pct,91.0
1781301834.430,co2_ppm,859.9
1781301834.430,vpd_kpa,0.1904
1781301840.751,dew_point_c,16.95
1781301840.751,fruiting_score,74.9
1781301852.018,temperature_c,18.3
1781301852.018,humidity_pct,90.34
1781301852.018,co2_ppm,1300.8
1781301852.018,vpd_kpa,0.2031
1781301852.018,temperature_c,18.37
1781301852.018,humidity_pct,91.25
1781301852.018,co2_ppm,876.7
1781301852.018,vpd_kpa,0.1849
1781301858.328,dew_point_c,16.8
1781301858.328,fruiting_score,74.1
1781301869.596,temperature_c,18.47
1781301869.596,humidity_pct,90.95
1781301869.596,co2_ppm,1320.2
1781301869.596,vpd_kpa,0.1923
1781301869.596,temperature_c,18.34
1781301869.596,humidity_pct,90.84
1781301869.596,co2_ppm,896.8
1781301869.596,vpd_kpa,0.1931
1781301875.899,dew_point_c,16.69
1781301875.899,fruiting_score,74.7
1781301887.243,temperature_c,18.55
1781301887.243,humidity_pct,91.76
1781301887.243,co2_ppm,1334.8
1781301887.244,vpd_kpa,0.1762
1781301887.244,temperature_c,18.33
1781301887.244,humidity_pct,91.6
1781301887.244,co2_ppm,911.4
1781301887.244,vpd_kpa,0.1769
1781301893.556,dew_point_c,16.96
1781301893.556,fruiting_score,73.6
1781301904.827,temperature_c,18.23
1781301904.827,humidity_pct,91.44
1781301904.827,co2_ppm,1352.7
1781301904.827,vpd_kpa,0.1793
1781301904.827,temperature_c,18.24
1781301904.827,humidity_pct,90.36
1781301904.827,co2_ppm,935.5
1781301904.827,vpd_kpa,0.2021
1781301911.119,dew_point_c,17.18
1781301911.119,fruiting_score,72.5
1781301922.365,temperature_c,18.36
1781301922.365,humidity_pct,91.44
1781301922.365,co2_ppm,1375.3
1781301922.365,vpd_kpa,0.1807
1781301922.365,temperature_c,18.5
1781301922.365,humidity_pct,91.18
1781301922.365,co2_ppm,955.8
1781301922.365,vpd_kpa,0.1879
1781301928.657,dew_point_c,16.81
1781301928.657,fruiting_score,71.9
1781301939.906,temperature_c,18.25
1781301939.906,humidity_pct,90.14
1781301939.906,co2_ppm,1399.5
1781301939.906,vpd_kpa,0.2067
1781301939.906,temperature_c,18.44
1781301939.906,humidity_pct,90.57
1781301939.906,co2_ppm,669.3
1781301939.906,vpd_kpa,0.2
1781301946.200,dew_point_c,16.94
1781301946.200,fruiting_score,71.1
1781301957.452,temperature_c,18.45
1781301957.452,humidity_pct,90.32
1781301957.452,co2_ppm,1416.4
1781301957.452,vpd_kpa,0.2057
1781301957.452,temperature_c,18.31
1781301957.452,humidity_pct,91.08
1781301957.452,co2_ppm,680.1
1781301957.452,vpd_kpa,0.1877
1781301963.741,dew_point_c,16.61
1781301963.741,fruiting_score,71.1
1781301974.991,temperature_c,18.23
1781301974.991,humidity_pct,91.56
1781301974.991,co2_ppm,1425.0
1781301974.991,vpd_kpa,0.1768
1781301974.991,temperature_c,18.33
1781301974.991,humidity_pct,91.68
1781301974.991,co2_ppm,693.3
1781301974.991,vpd_kpa,0.1753
1781301981.294,dew_point_c,16.83
1781301981.294,fruiting_score,70.4
1781301992.541,temperature_c,18.14
1781301992.541,humidity_pct,92.16
1781301992.541,co2_ppm,1449.0
1781301992.541,vpd_kpa,0.1633
1781301992.541,temperature_c,18.16
1781301992.541,humidity_pct,92.09
1781301992.541,co2_ppm,713.7
1781301992.541,vpd_kpa,0.1649
1781301998.840,dew_point_c,16.83
1781301998.840,fruiting_score,69.1
1781302010.086,temperature_c,18.21
1781302010.086,humidity_pct,92.04
1781302010.086,co2_ppm,1458.4
1781302010.086,vpd_kpa,0.1664
1781302010.086,temperature_c,18.36
1781302010.086,humidity_pct,91.02
1781302010.086,co2_ppm,731.8
1781302010.086,vpd_kpa,0.1897
1781302016.373,dew_point_c,16.85
1781302016.373,fruiting_score,67.8
1781302027.616,temperature_c,18.76
1781302027.616,humidity_pct,90.85
1781302027.616,co2_ppm,1478.0
1781302027.616,vpd_kpa,0.1981
1781302027.616,temperature_c,18.31
1781302027.616,humidity_pct,91.23
1781302027.616,co2_ppm,750.4
1781302027.616,vpd_kpa,0.1846
1781302033.899,dew_point_c,16.9
1781302033.899,fruiting_score,67.5
1781302045.146,temperature_c,18.58
1781302045.146,humidity_pct,91.72
1781302045.146,co2_ppm,630.1
1781302045.146,vpd_kpa,0.1772
1781302045.146,temperature_c,18.22
1781302045.146,humidity_pct,91.38
1781302045.146,co2_ppm,761.9
1781302045.146,vpd_kpa,0.1805
1781302051.423,dew_point_c,17.23
1781302051.423,fruiting_score,67.8
1781302062.663,temperature_c,18.36
1781302062.663,humidity_pct,90.71
1781302062.663,co2_ppm,654.5
1781302062.663,vpd_kpa,0.196
1781302062.663,temperature_c,18.34
1781302062.663,humidity_pct,90.68
1781302062.663,co2_ppm,772.2
1781302062.663,vpd_kpa,0.1965
1781302068.943,dew_point_c,17.21
1781302068.943,fruiting_score,92.6
1781302080.192,temperature_c,18.21
1781302080.192,humidity_pct,91.61
1781302080.192,co2_ppm,667.6
1781302080.192,vpd_kpa,0.1755
1781302080.192,temperature_c,18.46
1781302080.192,humidity_pct,91.4
1781302080.192,co2_ppm,785.1
1781302080.192,vpd_kpa,0.1828
1781302086.489,dew_point_c,16.81
1781302086.489,fruiting_score,93.2
1781302097.754,temperature_c,18.45
1781302097.754,humidity_pct,92.1
1781302097.754,co2_ppm,688.0
1781302097.754,vpd_kpa,0.1678
1781302097.754,temperature_c,18.17
1781302097.754,humidity_pct,92.22
1781302097.754,co2_ppm,792.7
1781302097.754,vpd_kpa,0.1623
1781302104.049,dew_point_c,16.82
1781302104.049,fruiting_score,92.5
1781302115.304,temperature_c,18.38
1781302115.304,humidity_pct,91.66
1781302115.304,co2_ppm,711.1
1781302115.304,vpd_kpa,0.1763
1781302115.304,temperature_c,18.32
1781302115.304,humidity_pct,90.84
1781302115.304,co2_ppm,805.2
1781302115.304,vpd_kpa,0.193
1781302121.591,dew_point_c,17.14
1781302121.591,fruiting_score,92.3
1781302132.840,temperature_c,18.24
1781302132.840,humidity_pct,91.35
1781302132.840,co2_ppm,720.9
1781302132.840,vpd_kpa,0.1812
1781302132.840,temperature_c,18.09
1781302132.840,humidity_pct,92.15
1781302132.840,co2_ppm,823.4
1781302132.840,vpd_kpa,0.1629
1781302139.144,dew_point_c,17.0
1781302139.144,fruiting_score,92.5
1781302150.393,temperature_c,18.36
1781302150.393,humidity_pct,91.32
1781302150.393,co2_ppm,729.1
1781302150.393,vpd_kpa,0.1834
1781302150.393,temperature_c,18.49
1781302150.393,humidity_pct,90.44
1781302150.393,co2_ppm,837.7
1781302150.393,vpd_kpa,0.2035
1781302156.741,dew_point_c,16.81
1781302156.741,fruiting_score,92.7
1781302168.012,temperature_c,18.56
1781302168.012,humidity_pct,91.03
1781302168.012,co2_ppm,748.7
1781302168.012,vpd_kpa,0.1919
1781302168.012,temperature_c,18.28
1781302168.012,humidity_pct,91.23
1781302168.012,co2_ppm,861.3
1781302168.012,vpd_kpa,0.1843
1781302174.340,dew_point_c,16.92
1781302174.340,fruiting_score,92.8
1781302185.603,temperature_c,18.38
1781302185.603,humidity_pct,92.23
1781302185.603,co2_ppm,762.4
1781302185.603,vpd_kpa,0.1642
1781302185.603,temperature_c,18.24
1781302185.603,humidity_pct,91.33
1781302185.603,co2_ppm,886.2
1781302185.603,vpd_kpa,0.1815
1781302191.931,dew_point_c,17.07
1781302191.931,fruiting_score,93.1
1781302203.196,temperature_c,18.2
1781302203.196,humidity_pct,90.11
1781302203.196,co2_ppm,773.9
1781302203.196,vpd_kpa,0.2067
1781302203.196,temperature_c,18.23
1781302203.196,humidity_pct,91.37
1781302203.196,co2_ppm,892.9
1781302203.196,vpd_kpa,0.1807
1781302209.509,dew_point_c,17.1
1781302209.509,fruiting_score,92.1
1781302220.778,temperature_c,18.33
1781302220.778,humidity_pct,90.29
1781302220.778,co2_ppm,609.3
1781302220.778,vpd_kpa,0.2047
1781302220.778,temperature_c,18.56
1781302220.778,humidity_pct,91.23
1781302220.778,co2_ppm,902.4
1781302220.778,vpd_kpa,0.1875
1781302227.095,dew_point_c,16.55
1781302227.095,fruiting_score,93.6
1781302238.365,temperature_c,18.5
1781302238.365,humidity_pct,91.58
1781302238.365,co2_ppm,623.2
1781302238.365,vpd_kpa,0.1794
1781302238.365,temperature_c,18.38
1781302238.365,humidity_pct,90.77
1781302238.365,co2_ppm,925.1
1781302238.365,vpd_kpa,0.195
1781302244.687,dew_point_c,16.71
1781302244.687,fruiting_score,93.5
1781302255.955,temperature_c,18.17
1781302255.955,humidity_pct,91.3
